47,4U,9768,DUS,ZRH,2016-04-03 18:55:00,2016-04-03 20:05:00,,,,,,,
47,,,,,,,B,BX,0,409.99,EUR,28,2016-02-23 13:10:18
48,4U,9537,AGP,DUS,2016-04-24 10:55:00,2016-04-24 13:55:00,,,,,,,
48,EW,1764,DUS,ZRH,2016-04-24 17:10:00,2016-04-24 18:20:00,,,,,,,
48,,,,,,,K,KX,0,159.99,EUR,5,2016-02-23 13:10:18
49,4U,9537,AGP,DUS,2016-04-24 10:55:00,2016-04-24 13:55:00,,,,,,,
49,4U,9768,DUS,ZRH,2016-04-24 18:55:00,2016-04-24 20:05:00,,,,,,,
49,,,,,,,K,KX,0,159.99,EUR,5,2016-02-23 13:10:18
50,4U,9537,AGP,DUS,2016-04-29 10:20:00,2016-04-29 13:20:00,,,,,,,
50,4U,9766,DUS,ZRH,2016-04-29 17:10:00,2016-04-29 18:20:00,,,,,,,
50,,,,,,,K,KX,0,159.99,EUR,12,2016-02-23 13:10:18
51,4U,9537,AGP,DUS,2016-05-01 10:55:00,2016-05-01 13:55:00,,,,,,,
51,EW,1764,DUS,ZRH,2016-05-01 17:10:00,2016-05-01 18:20:00,,,,,,,
51,,,,,,,W,WX,0,229.99,EUR,5,2016-02-23 13:10:18
52,4U,9537,AGP,DUS,2016-05-01 10:55:00,2016-05-01 13:55:00,,,,,,,
52,4U,9768,DUS,ZRH,2016-05-01 18:55:00,2016-05-01 20:05:00,,,,,,,
52,,,,,,,W,WX,0,229.99,EUR,5,2016-02-23 13:10:18
53,4U,9537,AGP,DUS,2016-05-08 10:55:00,2016-05-08 13:55:00,,,,,,,
53,EW,1764,DUS,ZRH,2016-05-08 17:10:00,2016-05-08 18:20:00,,,,,,,
53,,,,,,,Y,YX,0,459.99,EUR,4,2016-02-23 13:10:18
54,4U,9537,AGP,DUS,2016-05-08 10:55:00,2016-05-08 13:55:00,,,,,,,
54,4U,9768,DUS,ZRH,2016-05-08 18:55:00,2016-05-08 20:05:00,,,,,,,
54,,,,,,,Y,YX,0,459.99,EUR,4,2016-02-23 13:10:18
55,4U,9537,AGP,DUS,2016-05-13 10:20:00,2016-05-13 13:20:00,,,,,,,
55,4U,9766,DUS,ZRH,2016-05-13 17:10:00,2016-05-13 18:20:00,,,,,,,
55,,,,,,,K,KX,0,159.99,EUR,10,2016-02-23 13:10:18
56,4U,9537,AGP,DUS,2016-05-15 10:55:00,2016-05-15 13:55:00,,,,,,,
56,EW,1764,DUS,ZRH,2016-05-15 17:10:00,2016-05-15 18:20:00,,,,,,,
56,,,,,,,W,WX,0,229.99,EUR,35,2016-02-23 13:10:18
57,4U,9537,AGP,DUS,2016-05-15 10:55:00,2016-05-15 13:55:00,,,,,,,
57,4U,9768,DUS,ZRH,2016-05-15 18:55:00,2016-05-15 20:05:00,,,,,,,
57,,,,,,,W,WX,0,229.99,EUR,35,2016-02-23 13:10:18
58,4U,9537,AGP,DUS,2016-05-20 10:20:00,2016-05-20 13:20:00,,,,,,,
58,4U,9766,DUS,ZRH,2016-05-20 17:10:00,2016-05-20 18:20:00,,,,,,,
58,,,,,,,K,KX,0,159.99,EUR,37,2016-02-23 13:10:18
61,EW,1539,AGP,DUS,2016-05-25 14:55:00,2016-05-25 17:55:00,,,,,,,
61,4U,9768,DUS,ZRH,2016-05-25 18:55:00,2016-05-25 20:05:00,,,,,,,
61,,,,,,,G,GX,0,169.99,EUR,20,2016-02-23 13:10:18
62,4U,9537,AGP,DUS,2016-05-27 10:20:00,2016-05-27 13:20:00,,,,,,,
62,4U,9766,DUS,ZRH,2016-05-27 17:10:00,2016-05-27 18:20:00,,,,,,,
62,,,,,,,K,KX,0,159.99,EUR,6,2016-02-23 13:10:18
63,EW,1539,AGP,DUS,2016-06-01 14:55:00,2016-06-01 17:55:00,,,,,,,
63,4U,9768,DUS,ZRH,2016-06-01 18:55:00,2016-06-01 20:05:00,,,,,,,
63,,,,,,,K,KX,0,159.99,EUR,34,2016-02-23 13:10:18
64,4U,9537,AGP,DUS,2016-06-03 10:20:00,2016-06-03 13:20:00,,,,,,,
64,4U,9766,DUS,ZRH,2016-06-03 17:10:00,2016-06-03 18:20:00,,,,,,,
64,,,,,,,K,KX,0,159.99,EUR,19,2016-02-23 13:10:18
65,4U,9537,AGP,DUS,2016-06-05 10:55:00,2016-06-05 13:55:00,,,,,,,
65,EW,1764,DUS,ZRH,2016-06-05 17:10:00,2016-06-05 18:20:00,,,,,,,
65,,,,,,,S,SX,0,189.99,EUR,16,2016-02-23 13:10:18
66,4U,9537,AGP,DUS,2016-06-05 10:55:00,2016-06-05 13:55:00,,,,,,,
66,4U,9768,DUS,ZRH,2016-06-05 18:55:00,2016-06-05 20:05:00,,,,,,,
66,,,,,,,S,SX,0,189.99,EUR,16,2016-02-23 13:10:18
67,EW,1539,AGP,DUS,2016-06-08 14:55:00,2016-06-08 17:55:00,,,,,,,
67,4U,9768,DUS,ZRH,2016-06-08 18:55:00,2016-06-08 20:05:00,,,,,,,
67,,,,,,,S,SX,0,189.99,EUR,40,2016-02-23 13:10:18
68,4U,9537,AGP,DUS,2016-06-10 10:20:00,2016-06-10 13:20:00,,,,,,,
68,4U,9766,DUS,ZRH,2016-06-10 17:10:00,2016-06-10 18:20:00,,,,,,,
68,,,,,,,K,KX,0,159.99,EUR,14,2016-02-23 13:10:18
69,4U,9537,AGP,DUS,2016-06-12 10:55:00,2016-06-12 13:55:00,,,,,,,
69,EW,1764,DUS,ZRH,2016-06-12 17:10:00,2016-06-12 18:20:00,,,,,,,
69,,,,,,,G,GX,0,169.99,EUR,10,2016-02-23 13:10:18
70,4U,9537,AGP,DUS,2016-06-12 10:55:00,2016-06-12 13:55:00,,,,,,,
70,4U,9768,DUS,ZRH,2016-06-12 18:55:00,2016-06-12 20:05:00,,,,,,,
70,,,,,,,G,GX,0,169.99,EUR,10,2016-02-23 13:10:18
71,EW,1539,AGP,DUS,2016-06-15 14:55:00,2016-06-15 17:55:00,,,,,,,
71,4U,9768,DUS,ZRH,2016-06-15 18:55:00,2016-06-15 20:05:00,,,,,,,
71,,,,,,,G,GX,0,169.99,EUR,33,2016-02-23 13:10:18
72,4U,9537,AGP,DUS,2016-06-17 10:20:00,2016-06-17 13:20:00,,,,,,,
72,4U,9766,DUS,ZRH,2016-06-17 17:10:00,2016-06-17 18:20:00,,,,,,,
72,,,,,,,K,KX,0,159.99,EUR,23,2016-02-23 13:10:18
73,4U,9537,AGP,DUS,2016-06-19 10:55:00,2016-06-19 13:55:00,,,,,,,
73,EW,1764,DUS,ZRH,2016-06-19 17:10:00,2016-06-19 18:20:00,,,,,,,
73,,,,,,,G,GX,0,169.99,EUR,21,2016-02-23 13:10:18
74,4U,9537,AGP,DUS,2016-06-19 10:55:00,2016-06-19 13:55:00,,,,,,,
74,4U,9768,DUS,ZRH,2016-06-19 18:55:00,2016-06-19 20:05:00,,,,,,,
74,,,,,,,G,GX,0,169.99,EUR,21,2016-02-23 13:10:18
75,EW,1539,AGP,DUS,2016-06-22 14:55:00,2016-06-22 17:55:00,,,,,,,
75,4U,9768,DUS,ZRH,2016-06-22 18:55:00,2016-06-22 20:05:00,,,,,,,
75,,,,,,,G,GX,0,169.99,EUR,18,2016-02-23 13:10:18
76,4U,9537,AGP,DUS,2016-06-24 10:20:00,2016-06-24 13:20:00,,,,,,,
76,4U,9766,DUS,ZRH,2016-06-24 17:10:00,2016-06-24 18:20:00,,,,,,,
76,,,,,,,K,KX,0,159.99,EUR,13,2016-02-23 13:10:18
77,4U,9537,AGP,DUS,2016-06-26 10:55:00,2016-06-26 13:55:00,,,,,,,
77,EW,1764,DUS,ZRH,2016-06-26 17:10:00,2016-06-26 18:20:00,,,,,,,
77,,,,,,,S,SX,0,189.99,EUR,7,2016-02-23 13:10:18
78,4U,9537,AGP,DUS,2016-06-26 10:55:00,2016-06-26 13:55:00,,,,,,,
78,4U,9768,DUS,ZRH,2016-06-26 18:55:00,2016-06-26 20:05:00,,,,,,,
78,,,,,,,S,SX,0,189.99,EUR,7,2016-02-23 13:10:18
79,EW,1539,AGP,DUS,2016-06-29 14:55:00,2016-06-29 17:55:00,,,,,,,
79,4U,9768,DUS,ZRH,2016-06-29 18:55:00,2016-06-29 20:05:00,,,,,,,
79,,,,,,,G,GX,0,169.99,EUR,27,2016-02-23 13:10:18
80,EW,1539,AGP,DUS,2016-07-01 10:20:00,2016-07-01 13:20:00,,,,,,,
80,4U,9766,DUS,ZRH,2016-07-01 17:10:00,2016-07-01 18:20:00,,,,,,,
80,,,,,,,K,KX,0,159.99,EUR,29,2016-02-23 13:10:18
81,4U,9537,AGP,DUS,2016-07-03 10:55:00,2016-07-03 13:55:00,,,,,,,
81,EW,1764,DUS,ZRH,2016-07-03 17:10:00,2016-07-03 18:20:00,,,,,,,
81,,,,,,,S,SX,0,189.99,EUR,13,2016-02-23 13:10:18
82,4U,9537,AGP,DUS,2016-07-03 10:55:00,2016-07-03 13:55:00,,,,,,,
82,4U,9768,DUS,ZRH,2016-07-03 18:55:00,2016-07-03 20:05:00,,,,,,,
82,,,,,,,S,SX,0,189.99,EUR,13,2016-02-23 13:10:18
83,EW,1539,AGP,DUS,2016-07-06 14:55:00,2016-07-06 17:55:00,,,,,,,
83,4U,9768,DUS,ZRH,2016-07-06 18:55:00,2016-07-06 20:05:00,,,,,,,
83,,,,,,,G,GX,0,169.99,EUR,68,2016-02-23 13:10:18
84,EW,1539,AGP,DUS,2016-07-08 10:20:00,2016-07-08 13:20:00,,,,,,,
84,4U,9766,DUS,ZRH,2016-07-08 17:10:00,2016-07-08 18:20:00,,,,,,,
84,,,,,,,K,KX,0,159.99,EUR,32,2016-02-23 13:10:18
85,4U,9537,AGP,DUS,2016-07-10 10:55:00,2016-07-10 13:55:00,,,,,,,
85,EW,1764,DUS,ZRH,2016-07-10 17:10:00,2016-07-10 18:20:00,,,,,,,
85,,,,,,,S,SX,0,189.99,EUR,54,2016-02-23 13:10:18
86,4U,9537,AGP,DUS,2016-07-10 10:55:00,2016-07-10 13:55:00,,,,,,,
86,4U,9768,DUS,ZRH,2016-07-10 18:55:00,2016-07-10 20:05:00,,,,,,,
86,,,,,,,S,SX,0,189.99,EUR,54,2016-02-23 13:10:18
87,EW,1539,AGP,DUS,2016-07-13 14:55:00,2016-07-13 17:55:00,,,,,,,
87,4U,9768,DUS,ZRH,2016-07-13 18:55:00,2016-07-13 20:05:00,,,,,,,
87,,,,,,,G,GX,0,169.99,EUR,2,2016-02-23 13:10:18
88,EW,1539,AGP,DUS,2016-07-15 10:20:00,2016-07-15 13:20:00,,,,,,,
88,4U,9766,DUS,ZRH,2016-07-15 17:10:00,2016-07-15 18:20:00,,,,,,,
88,,,,,,,K,KX,0,159.99,EUR,32,2016-02-23 13:10:18
89,4U,9537,AGP,DUS,2016-07-17 10:55:00,2016-07-17 13:55:00,,,,,,,
89,EW,1764,DUS,ZRH,2016-07-17 17:10:00,2016-07-17 18:20:00,,,,,,,
89,,,,,,,G,GX,0,169.99,EUR,39,2016-02-23 13:10:18
90,4U,9537,AGP,DUS,2016-07-17 10:55:00,2016-07-17 13:55:00,,,,,,,
90,4U,9768,DUS,ZRH,2016-07-17 18:55:00,2016-07-17 20:05:00,,,,,,,
90,,,,,,,G,GX,0,169.99,EUR,39,2016-02-23 13:10:18
91,EW,1539,AGP,DUS,2016-07-20 14:55:00,2016-07-20 17:55:00,,,,,,,
91,4U,9768,DUS,ZRH,2016-07-20 18:55:00,2016-07-20 20:05:00,,,,,,,
91,,,,,,,S,SX,0,189.99,EUR,4,2016-02-23 13:10:18
92,EW,1539,AGP,DUS,2016-07-22 10:20:00,2016-07-22 13:20:00,,,,,,,
92,4U,9766,DUS,ZRH,2016-07-22 17:10:00,2016-07-22 18:20:00,,,,,,,
92,,,,,,,K,KX,0,159.99,EUR,23,2016-02-23 13:10:18
93,4U,9537,AGP,DUS,2016-07-24 10:55:00,2016-07-24 13:55:00,,,,,,,
93,EW,1764,DUS,ZRH,2016-07-24 17:10:00,2016-07-24 18:20:00,,,,,,,
93,,,,,,,W,WX,0,229.99,EUR,11,2016-02-23 13:10:18
94,4U,9537,AGP,DUS,2016-07-24 10:55:00,2016-07-24 13:55:00,,,,,,,
94,4U,9768,DUS,ZRH,2016-07-24 18:55:00,2016-07-24 20:05:00,,,,,,,
94,,,,,,,W,WX,0,229.99,EUR,11,2016-02-23 13:10:18
95,EW,1539,AGP,DUS,2016-07-27 14:55:00,2016-07-27 17:55:00,,,,,,,
95,4U,9768,DUS,ZRH,2016-07-27 18:55:00,2016-07-27 20:05:00,,,,,,,
95,,,,,,,W,WX,0,229.99,EUR,4,2016-02-23 13:10:18
96,EW,1539,AGP,DUS,2016-07-29 10:20:00,2016-07-29 13:20:00,,,,,,,
96,4U,9766,DUS,ZRH,2016-07-29 17:10:00,2016-07-29 18:20:00,,,,,,,
96,,,,,,,G,GX,0,169.99,EUR,7,2016-02-23 13:10:18
97,4U,9537,AGP,DUS,2016-07-31 10:55:00,2016-07-31 13:55:00,,,,,,,
97,EW,1764,DUS,ZRH,2016-07-31 17:10:00,2016-07-31 18:20:00,,,,,,,
97,,,,,,,H,HX,0,299.99,EUR,13,2016-02-23 13:10:18
98,4U,9537,AGP,DUS,2016-07-31 10:55:00,2016-07-31 13:55:00,,,,,,,
98,4U,9768,DUS,ZRH,2016-07-31 18:55:00,2016-07-31 20:05:00,,,,,,,
98,,,,,,,H,HX,0,299.99,EUR,13,2016-02-23 13:10:18
99,EW,1539,AGP,DUS,2016-08-03 14:55:00,2016-08-03 17:55:00,,,,,,,
99,4U,9768,DUS,ZRH,2016-08-03 18:55:00,2016-08-03 20:05:00,,,,,,,
99,,,,,,,W,WX,0,229.99,EUR,32,2016-02-23 13:10:18
100,EW,1539,AGP,DUS,2016-08-05 10:20:00,2016-08-05 13:20:00,,,,,,,
100,4U,9766,DUS,ZRH,2016-08-05 17:10:00,2016-08-05 18:20:00,,,,,,,
100,,,,,,,G,GX,0,169.99,EUR,25,2016-02-23 13:10:18
101,4U,9537,AGP,DUS,2016-08-07 10:55:00,2016-08-07 13:55:00,,,,,,,
101,EW,1764,DUS,ZRH,2016-08-07 17:10:00,2016-08-07 18:20:00,,,,,,,
101,,,,,,,W,WX,0,229.99,EUR,49,2016-02-23 13:10:18
102,4U,9537,AGP,DUS,2016-08-07 10:55:00,2016-08-07 13:55:00,,,,,,,
102,4U,9768,DUS,ZRH,2016-08-07 18:55:00,2016-08-07 20:05:00,,,,,,,
102,,,,,,,W,WX,0,229.99,EUR,49,2016-02-23 13:10:18
103,EW,1539,AGP,DUS,2016-08-10 14:55:00,2016-08-10 17:55:00,,,,,,,
103,4U,9768,DUS,ZRH,2016-08-10 18:55:00,2016-08-10 20:05:00,,,,,,,
103,,,,,,,W,WX,0,229.99,EUR,8,2016-02-23 13:10:18
104,EW,1539,AGP,DUS,2016-08-12 10:20:00,2016-08-12 13:20:00,,,,,,,
104,4U,9766,DUS,ZRH,2016-08-12 17:10:00,2016-08-12 18:20:00,,,,,,,
104,,,,,,,G,GX,0,169.99,EUR,19,2016-02-23 13:10:18
105,4U,9537,AGP,DUS,2016-08-14 10:55:00,2016-08-14 13:55:00,,,,,,,
105,EW,1764,DUS,ZRH,2016-08-14 17:10:00,2016-08-14 18:20:00,,,,,,,
105,,,,,,,Q,QX,0,249.99,EUR,1,2016-02-23 13:10:18
106,4U,9537,AGP,DUS,2016-08-14 10:55:00,2016-08-14 13:55:00,,,,,,,
106,4U,9768,DUS,ZRH,2016-08-14 18:55:00,2016-08-14 20:05:00,,,,,,,
106,,,,,,,Q,QX,0,249.99,EUR,1,2016-02-23 13:10:18
107,EW,1539,AGP,DUS,2016-08-17 14:55:00,2016-08-17 17:55:00,,,,,,,
107,4U,9768,DUS,ZRH,2016-08-17 18:55:00,2016-08-17 20:05:00,,,,,,,
107,,,,,,,W,WX,0,229.99,EUR,57,2016-02-23 13:10:18
108,EW,1539,AGP,DUS,2016-08-19 10:20:00,2016-08-19 13:20:00,,,,,,,
108,4U,9766,DUS,ZRH,2016-08-19 17:10:00,2016-08-19 18:20:00,,,,,,,
108,,,,,,,W,WX,0,229.99,EUR,64,2016-02-23 13:10:18
109,4U,9537,AGP,DUS,2016-08-21 10:55:00,2016-08-21 13:55:00,,,,,,,
109,EW,1764,DUS,ZRH,2016-08-21 17:10:00,2016-08-21 18:20:00,,,,,,,
109,,,,,,,H,HX,0,299.99,EUR,39,2016-02-23 13:10:18
110,4U,9537,AGP,DUS,2016-08-21 10:55:00,2016-08-21 13:55:00,,,,,,,
110,4U,9768,DUS,ZRH,2016-08-21 18:55:00,2016-08-21 20:05:00,,,,,,,
110,,,,,,,H,HX,0,299.99,EUR,39,2016-02-23 13:10:18
111,EW,1539,AGP,DUS,2016-08-24 14:55:00,2016-08-24 17:55:00,,,,,,,
111,4U,9768,DUS,ZRH,2016-08-24 18:55:00,2016-08-24 20:05:00,,,,,,,
111,,,,,,,G,GX,0,169.99,EUR,3,2016-02-23 13:10:18
112,EW,1539,AGP,DUS,2016-08-26 10:20:00,2016-08-26 13:20:00,,,,,,,
112,4U,9766,DUS,ZRH,2016-08-26 17:10:00,2016-08-26 18:20:00,,,,,,,
112,,,,,,,G,GX,0,169.99,EUR,30,2016-02-23 13:10:18
113,4U,9537,AGP,DUS,2016-08-28 10:55:00,2016-08-28 13:55:00,,,,,,,
113,EW,1764,DUS,ZRH,2016-08-28 17:10:00,2016-08-28 18:20:00,,,,,,,
113,,,,,,,G,GX,0,169.99,EUR,8,2016-02-23 13:10:18
114,4U,9537,AGP,DUS,2016-08-28 10:55:00,2016-08-28 13:55:00,,,,,,,
114,4U,9768,DUS,ZRH,2016-08-28 18:55:00,2016-08-28 20:05:00,,,,,,,
114,,,,,,,G,GX,0,169.99,EUR,8,2016-02-23 13:10:18
115,EW,1539,AGP,DUS,2016-08-31 14:55:00,2016-08-31 17:55:00,,,,,,,
115,4U,9768,DUS,ZRH,2016-08-31 18:55:00,2016-08-31 20:05:00,,,,,,,
115,,,,,,,G,GX,0,169.99,EUR,16,2016-02-23 13:10:18
116,EW,1539,AGP,DUS,2016-09-02 10:20:00,2016-09-02 13:20:00,,,,,,,
116,4U,9766,DUS,ZRH,2016-09-02 17:10:00,2016-09-02 18:20:00,,,,,,,
116,,,,,,,G,GX,0,169.99,EUR,33,2016-02-23 13:10:18
117,4U,9537,AGP,DUS,2016-09-04 10:55:00,2016-09-04 13:55:00,,,,,,,
117,EW,1764,DUS,ZRH,2016-09-04 17:10:00,2016-09-04 18:20:00,,,,,,,
117,,,,,,,G,GX,0,169.99,EUR,3,2016-02-23 13:10:18
118,4U,9537,AGP,DUS,2016-09-04 10:55:00,2016-09-04 13:55:00,,,,,,,
118,4U,9768,DUS,ZRH,2016-09-04 18:55:00,2016-09-04 20:05:00,,,,,,,
118,,,,,,,G,GX,0,169.99,EUR,3,2016-02-23 13:10:18
119,EW,1539,AGP,DUS,2016-09-07 14:55:00,2016-09-07 17:55:00,,,,,,,
119,4U,9768,DUS,ZRH,2016-09-07 18:55:00,2016-09-07 20:05:00,,,,,,,
119,,,,,,,G,GX,0,169.99,EUR,39,2016-02-23 13:10:18
120,EW,1539,AGP,DUS,2016-09-09 10:20:00,2016-09-09 13:20:00,,,,,,,
120,4U,9766,DUS,ZRH,2016-09-09 17:10:00,2016-09-09 18:20:00,,,,,,,
120,,,,,,,G,GX,0,169.99,EUR,35,2016-02-23 13:10:18
121,4U,9537,AGP,DUS,2016-09-11 10:55:00,2016-09-11 13:55:00,,,,,,,
121,EW,1764,DUS,ZRH,2016-09-11 17:10:00,2016-09-11 18:20:00,,,,,,,
121,,,,,,,W,WX,0,229.99,EUR,39,2016-02-23 13:10:18
122,4U,9537,AGP,DUS,2016-09-11 10:55:00,2016-09-11 13:55:00,,,,,,,
122,4U,9768,DUS,ZRH,2016-09-11 18:55:00,2016-09-11 20:05:00,,,,,,,
122,,,,,,,W,WX,0,229.99,EUR,39,2016-02-23 13:10:18
123,EW,1539,AGP,DUS,2016-09-14 14:55:00,2016-09-14 17:55:00,,,,,,,
123,4U,9768,DUS,ZRH,2016-09-14 18:55:00,2016-09-14 20:05:00,,,,,,,
123,,,,,,,S,SX,0,189.99,EUR,9,2016-02-23 13:10:18
124,EW,1539,AGP,DUS,2016-09-16 10:20:00,2016-09-16 13:20:00,,,,,,,
124,4U,9766,DUS,ZRH,2016-09-16 17:10:00,2016-09-16 18:20:00,,,,,,,
124,,,,,,,G,GX,0,169.99,EUR,31,2016-02-23 13:10:18
125,4U,9537,AGP,DUS,2016-09-18 10:55:00,2016-09-18 13:55:00,,,,,,,
125,EW,1764,DUS,ZRH,2016-09-18 17:10:00,2016-09-18 18:20:00,,,,,,,
125,,,,,,,W,WX,0,229.99,EUR,38,2016-02-23 13:10:18
126,4U,9537,AGP,DUS,2016-09-18 10:55:00,2016-09-18 13:55:00,,,,,,,
126,4U,9768,DUS,ZRH,2016-09-18 18:55:00,2016-09-18 20:05:00,,,,,,,
126,,,,,,,W,WX,0,229.99,EUR,38,2016-02-23 13:10:18
127,EW,1539,AGP,DUS,2016-09-21 14:55:00,2016-09-21 17:55:00,,,,,,,
127,4U,9768,DUS,ZRH,2016-09-21 18:55:00,2016-09-21 20:05:00,,,,,,,
127,,,,,,,S,SX,0,189.99,EUR,67,2016-02-23 13:10:18
128,EW,1539,AGP,DUS,2016-09-23 10:20:00,2016-09-23 13:20:00,,,,,,,
128,4U,9766,DUS,ZRH,2016-09-23 17:10:00,2016-09-23 18:20:00,,,,,,,
128,,,,,,,G,GX,0,169.99,EUR,33,2016-02-23 13:10:18
129,4U,9537,AGP,DUS,2016-09-25 10:55:00,2016-09-25 13:55:00,,,,,,,
129,EW,1764,DUS,ZRH,2016-09-25 17:10:00,2016-09-25 18:20:00,,,,,,,
129,,,,,,,S,SX,0,189.99,EUR,38,2016-02-23 13:10:18
130,4U,9537,AGP,DUS,2016-09-25 10:55:00,2016-09-25 13:55:00,,,,,,,
130,4U,9768,DUS,ZRH,2016-09-25 18:55:00,2016-09-25 20:05:00,,,,,,,
130,,,,,,,S,SX,0,189.99,EUR,38,2016-02-23 13:10:18
131,EW,1539,AGP,DUS,2016-09-28 14:55:00,2016-09-28 17:55:00,,,,,,,
131,4U,9768,DUS,ZRH,2016-09-28 18:55:00,2016-09-28 20:05:00,,,,,,,
131,,,,,,,W,WX,0,229.99,EUR,86,2016-02-23 13:10:18
132,EW,1539,AGP,DUS,2016-09-30 10:20:00,2016-09-30 13:20:00,,,,,,,
132,4U,9766,DUS,ZRH,2016-09-30 17:10:00,2016-09-30 18:20:00,,,,,,,
132,,,,,,,G,GX,0,169.99,EUR,31,2016-02-23 13:10:18
133,4U,9537,AGP,DUS,2016-10-02 10:55:00,2016-10-02 13:55:00,,,,,,,
133,EW,1764,DUS,ZRH,2016-10-02 17:10:00,2016-10-02 18:20:00,,,,,,,
133,,,,,,,S,SX,0,189.99,EUR,9,2016-02-23 13:10:18
134,4U,9537,AGP,DUS,2016-10-02 10:55:00,2016-10-02 13:55:00,,,,,,,
134,4U,9768,DUS,ZRH,2016-10-02 18:55:00,2016-10-02 20:05:00,,,,,,,
134,,,,,,,S,SX,0,189.99,EUR,9,2016-02-23 13:10:18
135,EW,1539,AGP,DUS,2016-10-05 14:55:00,2016-10-05 17:55:00,,,,,,,
135,4U,9768,DUS,ZRH,2016-10-05 18:55:00,2016-10-05 20:05:00,,,,,,,
135,,,,,,,S,SX,0,189.99,EUR,8,2016-02-23 13:10:18
136,EW,1539,AGP,DUS,2016-10-07 10:20:00,2016-10-07 13:20:00,,,,,,,
136,4U,9766,DUS,ZRH,2016-10-07 17:10:00,2016-10-07 18:20:00,,,,,,,
136,,,,,,,G,GX,0,169.99,EUR,25,2016-02-23 13:10:18
137,4U,9537,AGP,DUS,2016-10-09 10:55:00,2016-10-09 13:55:00,,,,,,,
137,EW,1764,DUS,ZRH,2016-10-09 17:10:00,2016-10-09 18:20:00,,,,,,,
137,,,,,,,Q,QX,0,249.99,EUR,14,2016-02-23 13:10:18
138,4U,9537,AGP,DUS,2016-10-09 10:55:00,2016-10-09 13:55:00,,,,,,,
138,4U,9768,DUS,ZRH,2016-10-09 18:55:00,2016-10-09 20:05:00,,,,,,,
138,,,,,,,Q,QX,0,249.99,EUR,14,2016-02-23 13:10:18
139,EW,1539,AGP,DUS,2016-10-12 14:55:00,2016-10-12 17:55:00,,,,,,,
139,4U,9768,DUS,ZRH,2016-10-12 18:55:00,2016-10-12 20:05:00,,,,,,,
139,,,,,,,Q,QX,0,249.99,EUR,21,2016-02-23 13:10:18
